numero_de_cliente,probabilidad,
1332032090,0.456714893,1
786774441,0.456659737,1
1307734907,0.455226337,1
1003103757,0.455225491,1
269638717,0.454945319,1
1013858314,0.454858246,1
1141826197,0.453788261,1
1009175226,0.453496876,1
1097228161,0.453277129,1
1136923459,0.45316252,1
917915177,0.453150751,1
648134922,0.45295238,1
944363118,0.452824089,1
930975240,0.451693099,1
345650089,0.451629369,1
891071377,0.451233528,1
1144780108,0.450274126,1
805659346,0.449278088,1
1326891384,0.448926738,1
812783739,0.448925213,1
1091838419,0.448647265,1
614269197,0.448596085,1
1487547738,0.448588292,1
306285953,0.448343161,1
1332462945,0.446667237,1
1317187419,0.445954045,1
985236916,0.444693941,1
437038490,0.443861098,1
513974425,0.443377423,1
876673461,0.44332131,1
1202778644,0.442967736,1
712738746,0.44215055,1
342896067,0.440817482,1
818151022,0.440427007,1
1189377273,0.440197818,1
681912551,0.440030504,1
1091039065,0.439461756,1
452666178,0.43910554,1
1054965691,0.438538197,1
1038994808,0.438398934,1
747944432,0.438186884,1
800100116,0.438186098,1
432245359,0.437828898,1
695982216,0.437364378,1
1214400590,0.436796882,1
1234207214,0.436692051,1
1009893922,0.435855946,1
456161423,0.435549095,1
1024450309,0.435151214,1
1172426909,0.433819791,1
728243111,0.433570072,1
458336545,0.433386945,1
759217496,0.4331636,1
823297125,0.433152957,1
899339334,0.431913602,1
1081034126,0.431666332,1
846796919,0.431253783,1
459485147,0.430408706,1
348536681,0.430363427,1
604738870,0.430327525,1
449351352,0.429821305,1
585653563,0.429514064,1
351818544,0.428745088,1
1163625927,0.428048261,1
1153649647,0.427288723,1
463192323,0.426558282,1
1000685202,0.426177819,1
865364445,0.425486694,1
1385749802,0.425028985,1
1237596866,0.424780293,1
652277829,0.423982223,1
1438598657,0.423785634,1
1218309116,0.422470377,1
1043698536,0.421534799,1
994305474,0.421118262,1
1347280264,0.420612805,1
1499666757,0.419724035,1
322047024,0.41951938,1
843005073,0.418311193,1
885644726,0.418145618,1
963982620,0.418031103,1
267431649,0.417550616,1
602146967,0.417495241,1
550012940,0.417325501,1
578846259,0.417086397,1
1451443954,0.41703169,1
1336894717,0.41700292,1
925777727,0.416979153,1
905684066,0.416434127,1
1148662604,0.416116535,1
555980634,0.415899079,1
980219319,0.414262315,1
1382389468,0.413789842,1
340674857,0.413539243,1
1213974620,0.413482892,1
1317206087,0.412777238,1
589442054,0.412610301,1
1328479518,0.412077987,1
804186438,0.411033859,1
1249442553,0.410994715,1
776771842,0.410967465,1
585683751,0.410770781,1
1453775293,0.410498271,1
973657558,0.409319314,1
318965708,0.408955976,1
620383766,0.408946523,1
800761638,0.408909984,1
698013750,0.407463622,1
1093623821,0.407256252,1
431718748,0.407206222,1
1462627393,0.406723703,1
571950424,0.406672871,1
1164497253,0.406644725,1
1024265364,0.406059116,1
1385920597,0.405305127,1
880534361,0.404539149,1
777611084,0.404150096,1
1232934640,0.403512524,1
1122619694,0.403341489,1
1462042080,0.402865045,1
618438654,0.402411986,1
618086048,0.401649689,1
924470875,0.399914227,1
1066780610,0.39948873,1
642845444,0.39942559,1
1067342507,0.3993479,1
686546407,0.399271616,1
253043358,0.39919981,1
264318540,0.39897482,1
875428889,0.398702749,1
317182492,0.398196967,1
1233370816,0.397460042,1
481657961,0.396746883,1
734201685,0.396393445,1
767751423,0.396266584,1
338529923,0.396063301,1
1112931912,0.395921571,1
1062446840,0.3957512,1
303287772,0.395642378,1
602806448,0.395013744,1
1276596073,0.394705582,1
595718298,0.394705405,1
571712968,0.394432739,1
1437304204,0.394126967,1
924194999,0.392465245,1
1345085014,0.391845931,1
611118231,0.391756022,1
665600437,0.391118537,1
250700362,0.390634624,1
321438661,0.390601131,1
1054242256,0.389682894,1
299552527,0.389427474,1
1023152645,0.389301557,1
755406323,0.389198918,1
599414756,0.38871591,1
1470697869,0.38825052,1
860117632,0.388023913,1
744268247,0.387888277,1
845375062,0.387504872,1
730085687,0.387470915,1
440775341,0.38732367,1
318751233,0.387078363,1
1115105873,0.386747119,1
1386271375,0.385650843,1
549131323,0.385577405,1
1367858820,0.385356971,1
745487516,0.384988764,1
1033606082,0.384928359,1
830944397,0.384657276,1
1199448353,0.383932912,1
563267069,0.383667756,1
1460168078,0.383631935,1
650904759,0.383331699,1
745940686,0.382335508,1
806971228,0.382322436,1
1150980442,0.38164877,1
1143336082,0.381404631,1
677541223,0.381233261,1
1214663273,0.38109194,1
1180492713,0.380798441,1
1463293365,0.38069645,1
273950532,0.380620057,1
633208790,0.379166118,1
1236726991,0.3791534,1
756926422,0.378601248,1
258392485,0.378453747,1
898114018,0.378257135,1
523925692,0.378176181,1
1118791383,0.377694996,1
669864779,0.377600182,1
939134102,0.37555537,1
675940553,0.374729403,1
807836944,0.374585877,1
1005441723,0.374574661,1
457078266,0.37432043,1
1161739517,0.373945655,1
968462889,0.373657043,1
1149406390,0.373440417,1
1147326503,0.372849995,1
1463392622,0.37280045,1
1063846237,0.372296403,1
1356490444,0.371999506,1
835454649,0.371922705,1
869963442,0.371692153,1
1197150353,0.371216522,1
1203309474,0.370504791,1
1032818035,0.370216631,1
923224919,0.369505939,1
650007395,0.369398358,1
677822437,0.369029763,1
1453459809,0.368477538,1
998643975,0.367625285,1
1206943942,0.367532043,1
1341549803,0.367292146,1
487761010,0.366941578,1
748375210,0.365852056,1
1238491830,0.365811893,1
585170206,0.365368158,1
448403006,0.364979117,1
771920658,0.364587116,1
843005371,0.364543628,1
889236316,0.364493707,1
1326528214,0.363824543,1
288953009,0.363768442,1
266134787,0.36260258,1
1319687802,0.36223057,1
1107139752,0.362189503,1
855352580,0.362153589,1
458154443,0.362137745,1
1198753500,0.36158791,1
1112588427,0.361403863,1
596386387,0.361212963,1
340547453,0.361173392,1
1074467771,0.360886645,1
767906897,0.3608595,1
1233928922,0.360747597,1
994936287,0.360298824,1
296733526,0.36013676,1
789716977,0.359943265,1
679375635,0.359637654,1
1213251185,0.359417285,1
723680938,0.358571625,1
551126026,0.358492046,1
1173589585,0.358087298,1
1312135107,0.357707315,1
943855260,0.357694987,1
853474633,0.357122571,1
497416990,0.356843796,1
1340858230,0.356832498,1
321500216,0.356520802,1
687277058,0.356374283,1
1214953086,0.355669047,1
602235934,0.35409877,1
256207517,0.353771855,1
669008398,0.353600256,1
1068773194,0.352994656,1
327512684,0.352281825,1
584494243,0.351822061,1
320222091,0.351804199,1
997186669,0.351500435,1
695396467,0.351072463,1
843217874,0.350786999,1
346202943,0.3505051,1
816668413,0.350314245,1
257381577,0.350125804,1
964454380,0.34969245,1
942153214,0.348885271,1
803420561,0.348699631,1
1106325668,0.348317653,1
625716189,0.348074085,1
644991693,0.347729542,1
498258282,0.347555992,1
973198556,0.347224528,1
687004829,0.346670517,1
979357463,0.346668138,1
457965126,0.345509056,1
661716489,0.344215588,1
432675412,0.343910336,1
1039057234,0.343803697,1
669313377,0.343719203,1
1462884465,0.342981375,1
281151124,0.342770817,1
1124321228,0.342169354,1
786557412,0.342093509,1
1317452945,0.342087617,1
1337134428,0.340593627,1
1358707274,0.340483097,1
939467673,0.339900399,1
805670943,0.339846442,1
738353866,0.339533595,1
1090349687,0.33950453,1
1159145871,0.339310942,1
1169169623,0.338763937,1
1061457221,0.33874845,1
1301899356,0.338726477,1
1322415052,0.338514951,1
473769954,0.33819207,1
481225287,0.337463356,1
876750541,0.337085084,1
800681492,0.336923,1
287073029,0.336889997,1
596830581,0.336814997,1
1441851791,0.336121596,1
1062616687,0.336073637,1
947784930,0.335389046,1
502808346,0.335296688,1
1135422985,0.334944222,1
863078691,0.334797486,1
503399561,0.334291772,1
847552951,0.334256841,1
572385139,0.3342315,1
909540080,0.334033942,1
513476046,0.332381536,1
947586791,0.332128861,1
995000104,0.331426189,1
253649892,0.331199883,1
1456606608,0.331064497,1
1114610918,0.331023956,1
431852062,0.330928788,1
687052369,0.330836778,1
620508762,0.330754786,1
1000575449,0.330322953,1
1023381860,0.330249708,1
934123798,0.329675261,1
892732799,0.329496727,1
433792793,0.329282283,1
1450028732,0.329212938,1
901091482,0.329047362,1
963954976,0.328827211,1
838010524,0.328550389,1
1241939380,0.328419748,1
1084164007,0.327625929,1
595467870,0.326986029,1
996345753,0.326985445,1
314704654,0.326969593,1
459949982,0.326638849,1
305009511,0.326617407,1
324400668,0.326549168,1
1203362207,0.326344162,1
1234673586,0.326179171,1
758167783,0.326146673,1
1145622203,0.326125355,1
1039279010,0.325690414,1
441213780,0.325503019,1
889464941,0.325393026,1
954872346,0.325241508,1
1109758496,0.325154438,1
344328061,0.324807998,1
661778257,0.32425475,1
811097150,0.323861839,1
922625754,0.323698866,1
255430410,0.323493994,1
592912500,0.323255417,1
1128888500,0.322750489,1
597674785,0.322009084,1
348737160,0.320999236,1
1435176922,0.3201913,1
692900909,0.319943264,1
1152482667,0.319360533,1
633999322,0.319286294,1
1093094588,0.319067421,1
1384446374,0.319061296,1
1079982304,0.318836268,1
1217568319,0.318569779,1
1184610974,0.318159788,1
472586423,0.317998454,1
1382501774,0.317900139,1
829599475,0.31711781,1
786731708,0.317085317,1
1343915190,0.316887387,1
261753844,0.316876974,1
934477855,0.316723063,1
510536575,0.316655653,1
356044747,0.316306335,1
856072002,0.316144187,1
838379167,0.316138456,1
931096522,0.315528997,1
1178430043,0.314959448,1
1030962992,0.314704474,1
981891826,0.31466376,1
1219717993,0.314394161,1
362176960,0.314328727,1
1452679636,0.314179225,1
1470757084,0.31414775,1
670882545,0.313942751,1
925584618,0.313905869,1
1198147119,0.313508598,1
1463730420,0.312965658,1
667292347,0.312667023,1
686908927,0.312592146,1
281090014,0.31256282,1
650835331,0.312407167,1
1142365422,0.31193837,1
634031260,0.311735268,1
929502922,0.311617892,1
1109312688,0.311365022,1
1231785747,0.311096782,1
1158788236,0.31074541,1
264730505,0.310556189,1
844755547,0.310541696,1
1201445096,0.310493865,1
1220846536,0.310428927,1
749788536,0.310341968,1
1063259250,0.310112437,1
1435674797,0.309875789,1
484961634,0.309875597,1
1486711118,0.309407534,1
1037453719,0.309119153,1
1313826871,0.308914804,1
1010076535,0.307324993,1
897876272,0.306950154,1
661029152,0.306813461,1
891715981,0.306533127,1
1453082046,0.305979351,1
530149356,0.305735139,1
1148240212,0.305588029,1
656910011,0.305156962,1
635024235,0.304391678,1
994870582,0.304270303,1
585748073,0.3042187,1
1112517906,0.304101755,1
589829946,0.303753493,1
1330362572,0.303563517,1
448370700,0.303299236,1
1306635894,0.303070877,1
913237486,0.302804585,1
1133084942,0.302792651,1
580650620,0.302186984,1
1188428705,0.302118146,1
595687674,0.301936219,1
565373932,0.301682675,1
437788108,0.301613483,1
1159328698,0.301436443,1
874046631,0.300196108,1
1108679979,0.30001837,1
638544646,0.299660425,1
465639025,0.299458346,1
921131326,0.299339027,1
680317704,0.297747146,1
274479397,0.297072579,1
785627666,0.296970269,1
640580844,0.29657165,1
656628080,0.296524364,1
1114510277,0.296465581,1
1052769493,0.2963599,1
330532010,0.29624475,1
737882097,0.296242584,1
477938318,0.296071566,1
694776004,0.295937872,1
924480431,0.295859865,1
566422987,0.295577963,1
844572498,0.295482588,1
894415665,0.295276513,1
630200549,0.295107329,1
1049988563,0.29479129,1
1179000557,0.294694002,1
586102796,0.294680515,1
1089035687,0.293808681,1
453619699,0.293651599,1
750344678,0.293205228,1
1121130305,0.293060783,1
945318176,0.293036745,1
1453896933,0.29295725,1
839304251,0.29171575,1
545675165,0.291633646,1
1227062693,0.291002508,1
948558032,0.290824085,1
1305410212,0.290776888,1
770480645,0.290660493,1
304396409,0.290329237,1
1224082967,0.29017968,1
1340352558,0.289769182,1
877715078,0.289493125,1
1449411770,0.289283027,1
595961151,0.288641107,1
1041825619,0.288470273,1
447003241,0.288407615,1
1068600863,0.288151745,1
1069970943,0.287512524,1
1323689966,0.287438441,1
278309818,0.287386471,1
476389423,0.287259794,1
715237805,0.287224782,1
562308005,0.287086733,1
776622704,0.286575107,1
1023058135,0.286528643,1
259309251,0.28619256,1
326077846,0.285987922,1
1219076232,0.285778018,1
677074860,0.285723924,1
759843791,0.285650576,1
1044855158,0.285559542,1
607658571,0.285347013,1
1327345356,0.285292218,1
781477825,0.285273756,1
685801674,0.284921425,1
1195971921,0.284847551,1
1332623962,0.284445081,1
786432493,0.282923284,1
582987783,0.282691695,1
738415924,0.282467319,1
1443544204,0.282409253,1
1085606505,0.282349972,1
465337547,0.281643531,1
1218882397,0.281523498,1
494407221,0.281380617,1
1190219795,0.281276143,1
1092099205,0.281254822,1
614189119,0.281150802,1
868053915,0.280973476,1
277714949,0.28074067,1
503361567,0.280686805,1
569692962,0.279696419,1
355522005,0.279524143,1
535001633,0.279425569,1
610769280,0.279181734,1
1220554758,0.279124458,1
596828685,0.278856837,1
325750476,0.278625438,1
457646218,0.278572644,1
518362738,0.278560313,1
759981913,0.278293866,1
515072267,0.278266406,1
1228027957,0.277997349,1
1104939763,0.277132872,1
887720308,0.27671008,1
1460902743,0.276219994,1
836120612,0.275707686,1
1060827347,0.275665412,1
966037485,0.275407897,1
1056256643,0.274477201,1
1087391907,0.273358078,1
648271071,0.273302723,1
611172493,0.273053125,1
602712443,0.272900503,1
274302181,0.272577509,1
870900114,0.271316267,1
312241538,0.270964863,1
1043751987,0.270955883,1
1042798175,0.270900198,1
1176775256,0.270696964,1
303411240,0.270660572,1
967304593,0.270644317,1
341082006,0.270545049,1
1224486478,0.270484697,1
1144169714,0.270429847,1
1223838004,0.270271464,1
1327160633,0.270217112,1
589774310,0.270157227,1
250263162,0.270033034,1
569496642,0.269944229,1
927448706,0.269924047,1
803873141,0.268403649,1
1353695440,0.268161379,1
1242932210,0.267766426,1
451705509,0.267762585,1
703546874,0.267695154,1
1014287999,0.267682441,1
1463740992,0.267548651,1
1150020508,0.266934104,1
1243960120,0.266713257,1
945121780,0.266508617,1
1232611130,0.266496141,1
730931206,0.266388191,1
498962460,0.265949796,1
614299897,0.265829479,1
561335159,0.265532447,1
1095585919,0.265488525,1
1086330598,0.265481983,1
714961049,0.265424346,1
398563700,0.265353141,1
313652969,0.265209521,1
974828108,0.264945274,1
640632253,0.264554144,1
1040189355,0.263828802,1
302060630,0.263803217,1
1317923254,0.26359707,1
994916304,0.263360029,1
467044546,0.263262593,1
1219782536,0.263240416,1
1013117663,0.263021149,1
1355734404,0.262655736,1
458289585,0.262339919,1
1045599524,0.262293385,1
298316554,0.262141137,1
914086797,0.26161818,1
800036964,0.261559392,1
268902883,0.261548875,1
330353341,0.261339966,1
1049162959,0.260846423,1
1153365522,0.260649956,1
307757982,0.260595985,1
1251049577,0.260567249,1
1026887241,0.26054114,1
1390179021,0.260352035,1
1196929959,0.260338695,1
1233516162,0.260316868,1
1306630642,0.260226269,1
293245719,0.260111084,1
566581826,0.259892272,1
632858524,0.259810491,1
1039252537,0.25974589,1
671603939,0.259741813,1
1348953360,0.25973334,1
620115832,0.259653025,1
1307187518,0.25958744,1
1017810742,0.259302122,1
746018355,0.259160744,1
1453433481,0.259037622,1
753746139,0.258902498,1
1384541541,0.258852321,1
1155652223,0.258673649,1
596868651,0.258434907,1
744661177,0.258403183,1
951573711,0.257946661,1
944771727,0.257565122,1
264258377,0.257319359,1
713763223,0.25728946,1
972751296,0.2572283,1
714722722,0.257198279,1
1295123333,0.256843983,1
1322131003,0.256813977,1
1315465245,0.256561697,1
477776566,0.256358332,1
441343447,0.256306764,1
880094180,0.256197266,1
787567458,0.256088589,1
458720073,0.255301047,1
1347637387,0.254790622,1
499442180,0.254769134,1
294967894,0.254429504,1
662212836,0.254396507,1
954626581,0.254087159,1
1351378329,0.253913755,1
461411370,0.253856394,1
811483667,0.253753055,1
678393309,0.253636683,1
1353475636,0.253490695,1
1236116084,0.253470206,1
342628791,0.2532841,1
344970915,0.253191928,1
587789163,0.253114263,1
1072785418,0.253067156,1
874835480,0.252968061,1
837848696,0.252861411,1
967864381,0.252780588,1
671295023,0.252685684,1
897056723,0.252432358,1
728312684,0.252379721,1
926466816,0.252145331,1
771711067,0.252131642,1
1451754040,0.251994067,1
738778077,0.251824022,1
1112472330,0.251796411,1
1353564680,0.251577776,1
1318582735,0.251377246,1
1252770504,0.251170868,1
511379532,0.251105498,1
594541625,0.250919274,1
908235781,0.250848223,1
625320415,0.250587959,1
603245032,0.250582007,1
464085314,0.250555391,1
1250383239,0.250280079,1
1047752186,0.250263066,1
1469683306,0.250232574,1
601334343,0.250141147,1
854272671,0.250075681,1
715968097,0.249960376,1
910018194,0.249380547,1
1233854318,0.249290352,1
1069068840,0.249253626,1
1123252113,0.248716947,1
304516085,0.248386538,1
551683116,0.247655341,1
1066714316,0.247600071,1
555752154,0.247285199,1
1170738723,0.24691798,1
1377049094,0.246912691,1
887543971,0.246862369,1
1437792745,0.246566363,1
344302100,0.246158294,1
354304853,0.246124945,1
823107219,0.246011371,1
1103162602,0.245539656,1
892588845,0.245529477,1
857943749,0.245388208,1
1004641063,0.245322493,1
767524471,0.245169086,1
343081815,0.244715012,1
649972023,0.244577909,1
1459925379,0.24445194,1
1259178465,0.244443301,1
1470766785,0.244428535,1
1008634396,0.244106777,1
1498066155,0.243626858,1
1253620473,0.243623969,1
1489651613,0.243614831,1
758212053,0.243552548,1
1189891630,0.243433564,1
552767397,0.243353173,1
597446381,0.243315396,1
1317034489,0.243221781,1
586649672,0.242882391,1
808937929,0.242810234,1
448685304,0.242543933,1
1227173548,0.242308756,1
1315586236,0.24188093,1
336410011,0.241553836,1
822402742,0.241417561,1
499946835,0.241251252,1
433094670,0.240814752,1
1070800784,0.240735078,1
1465022900,0.240699194,1
675145717,0.240636686,1
1113843725,0.240632298,1
998180745,0.240251317,1
908442169,0.240211109,1
833967591,0.240026703,1
637066342,0.239924048,1
878868856,0.23949166,1
1187794314,0.239385675,1
898779699,0.239235912,1
1460709634,0.239028111,1
733014876,0.238929488,1
662532401,0.238831016,1
327660362,0.238702927,1
804628890,0.238529032,1
638523135,0.238432125,1
1291643042,0.23782803,1
732815780,0.237725271,1
1198160757,0.237645625,1
676187769,0.237563189,1
1337312225,0.237262599,1
463238702,0.236837267,1
600582752,0.236605227,1
766418097,0.236527274,1
732071201,0.236105586,1
798715449,0.235930432,1
1318898141,0.235536572,1
1330031478,0.235206984,1
893677866,0.235205668,1
1463599437,0.234981907,1
1454504996,0.234976304,1
